rs_school_emis_code,sc_total_exp_current_year,sc_balance,total_funds_available
35430511,85000,43477,128477
35430514,40000,1247,41247
35430517,12454,57838,70292
35430522,0,615,615
35430524,80290,53466,133756
35430525,125000,377,125377
35430526,38693,1588,40281
35430530,93000,21492,114492
35430531,17000,5000,22000
35430532,27000,25867,52867
35430533,11000,16491,27491
35430536,23000,731,23731
35430537,20000,8088,28088
35430538,0,0,0
35430541,86622,14102,100724
35430542,45000,36032,81032
35430544,28000,318,28318
35430547,56000,585,56585
35430550,35939,0,35939
35430552,0,0,0
35430555,22000,498,22498
35430556,50000,45127,95127
35430558,0,3200,3200
35430559,20000,16903,36903
35430560,35000,4242,39242
35430561,29000,628,29628
35430562,100000,134685,234685
35430563,24500,457,24957
35430564,20700,6081,26781
35430566,50000,24048,74048
35430567,55000,21224,76224
35430568,90000,24390,114390
35430570,59500,32,59532
35430573,0,0,0
35430575,125580,194687,320267
35430577,30508,1070,31578
35430579,31523,10582,42105
35430580,84000,2810,86810
35430581,25000,1650,26650
35430585,0,0,0
35430587,48000,710,48710
35430715,0,0,0
35430718,176000,993,176993
35430719,0,0,0
35430723,82500,174453,256953
35430724,65744,6800,72544
35430725,0,3617,3617
35430730,45000,4654,49654
35430731,103397,1000,104397
35430734,40437,24874,65311
35430735,0,25834,25834
35430736,20000,102750,122750
35430737,50000,81824,131824
35430739,78535,1754,80289
35430740,35564,14990,50554
35430741,46000,804,46804
35430744,53818,0,53818
35430745,53500,3114,56614
35430748,20000,19492,39492
35430749,49000,35594,84594
35430750,34500,19600,54100
35430751,0,0,0
35430752,0,110000,110000
35430755,20000,7958,27958
35430756,0,0,0
35430757,76375,3150,79525
35430758,45842,16519,62361
35430759,17000,5063,22063
35430760,10000,24000,34000
35430771,80000,483,80483
35430772,76000,854,76854
35430773,41209,50,41259
35430774,0,38377,38377
35430775,74535,59748,134283
35430778,67000,345,67345
35430779,17433,1112,18545
35430780,0,0,0
35430781,39243,5570,44813
35430782,50000,80690,130690
35430783,10000,61210,71210
35430784,10179,65821,76000
35430787,19774,32,19806
35430788,73000,903,73903
35430789,40000,20540,60540
35430791,90000,3492,93492
35430792,31204,102196,133400
35430795,75000,0,75000
35430796,54032,0,54032
35430797,55000,5000,60000
35430798,0,0,125951
35430800,310000,53142,363142
35430802,0,0,0
35430803,0,0,0
35430804,20800,500,21300
35430805,38000,20240,58240
35430806,22000,4595,26595
35430807,86600,73405,160005
35430808,48000,25000,73000
35430822,0,0,135000
35430823,0,0,24674
35430824,31500,342,31842
35430826,20000,500,20500
35430827,62000,24642,86642
35430831,135841,34381,170222
35430832,40000,25453,65453
35430833,24000,24000,48000
35430834,46000,7000,53000
35430836,50000,438,50438
35430838,15000,4300,19300
35430839,43070,76084,119154
35430859,45000,109666,154666
35430862,0,0,0
35430871,0,0,0
35430872,0,0,0
35430874,0,0,0
35430879,30724,6000,36724
35430890,0,0,0
35430891,30000,849,30849
35430892,50000,29364,79364
35430893,0,0,0
35430904,7500,33697,41197
35430907,31000,1263,32263
35430914,87100,15000,102100
35430925,60000,535,60535
35430926,41946,0,41946
35430932,18212,37634,55846
35430936,6500,21579,28079
35430940,35000,1681,36681
35430943,29000,87115,116115
35430946,65000,11304,76304
35430947,48000,37034,85034
35430948,120000,51517,171517
35430949,24000,97679,121679
35430950,26575,33207,59782
35430952,64759,15000,79759
35430953,74000,33938,107938
35430954,76440,6361,82801
35430955,53000,127249,180249
35430959,75116,0,75116
35430963,25000,1201,26201
35430964,60000,1101,61101
35430966,25375,20053,45428
35430972,0,0,0
35430974,0,60042,60042
35430975,0,0,0
35430977,0,370484,370484
35430978,0,0,0
35430981,50000,250654,300654
35430982,50000,159,50159
35430984,58320,15680,74000
35430987,0,0,0
35430988,45000,3243,48243
35430990,25000,7459,32459
35430991,120290,71134,191424
35430992,15000,37498,52498
35430993,0,0,0
35430994,26000,765,26765
35430996,140873,18888,159761
35430997,73000,138,73138
35430999,0,0,0
35431004,69000,338,69338
35431006,163000,928,163928
35431008,96000,27500,123500
35431009,61000,425,61425
35431010,128000,262990,390990
35431011,0,0,0
35431012,0,39000,39000
35431013,0,47331,47331
35431015,48989,0,48989
35431017,54000,476,54476
35431018,0,0,0
35431068,20000,42179,62179
35431076,0,0,0
35431079,50100,243,50343
35431080,0,0,0
35431082,0,0,0
35431084,0,0,0
35431089,0,0,0
35431091,0,0,0
35431092,69000,265,69265
35431097,0,0,0
35431104,0,0,0
35431105,30095,20724,50819
35431106,56000,580,56580
35431113,17000,4246,21246
35431116,2000,146768,148768
35431117,0,0,0
35431121,80900,51312,132212
35431122,89400,27477,116877
35431123,125000,6298,131298
35431125,50000,12760,62760
35431126,15000,17223,32223
35431127,90000,1064,91064
35431128,0,0,0
35431129,0,0,0
35431143,532664,1355655,1888319
35431144,611600,1488,613088
35431145,144789,93381,238170
35431146,123000,274,123274
35431147,313000,4516,317516
35431148,0,0,0
35431149,0,0,0
35431151,78000,52000,130000
35431152,358500,495,358995
35431153,0,594,594
35431155,0,0,0
35431156,0,0,0
35431157,77794,57535,135329
35431158,50000,0,50000
35431159,100000,2553,102553
35431160,79302,5500,84802
35431161,0,0,0
35431162,197000,2577,199577
35431166,188684,94770,283454
35431168,240000,29232,269232
35431173,0,1400,1400
35431175,23000,0,23000
35431200,23000,662,23662
35431205,87000,747,87747
35431208,0,0,0
35431210,17600,0,17600
35431213,15000,38000,53000
35431217,150000,15004,165004
35431221,43000,45358,88358
35431222,74000,543,74543
35431223,0,300,300
35431224,5000,61990,66990
35431225,28627,94271,122898
35431245,134000,1213,135213
35431246,63000,0,63000
35431247,43500,15966,59466
35431251,36000,19000,55000
35431252,18000,21710,39710
35431254,50000,60000,110000
35431255,70000,11334,81334
35431256,59212,1504,60716
35431258,56006,15000,71006
35431260,17500,49900,67400
35431261,58000,554,58554
35431262,10500,149467,159967
35431268,0,0,0
35431271,90740,3214,93954
35431278,53800,65484,119284
35431279,40000,74491,114491
35431280,62000,54889,116889
35431282,57881,520379,578260
35431284,0,46522,46522
35431286,339965,2000,341965
35431296,0,0,0
35431297,17060,2632,19692
35440006,234163,1479084,1713247
35440007,30000,139726,169726
35440021,72266,1734,74000
35440024,160744,591948,752692
35440025,99000,1000,100000
35440026,98600,35000,133600
35440037,130000,486814,616814
35440070,10000,11442,21442
35440071,50000,609,50609
35440072,56904,20833,77737
35440073,104497,0,104497
35440074,52413,51616,104029
35440075,27000,953,27953
35440099,135000,4975,139975
35440100,89000,805,89805
35440101,5000,6000,11000
35440103,100000,13345,113345
35440104,25000,28881,53881
35440105,35000,19523,54523
35440106,130000,82345,212345
35440107,75000,40593,115593
35440108,110000,2392,112392
35440365,23200,26447,49647
35440366,73439,508,73947
35440375,40000,76442,116442
35440376,110000,3621,113621
35440378,120000,173906,293906
35440379,0,776,776
35440380,35283,62843,98126
35440382,0,66151,66151
35440383,0,15417,15417
35440384,34000,302,34302
35440385,50740,93886,144626
35440397,114000,80713,194713
35440400,95000,5133,100133
35440402,37134,200,37334
35440403,45000,43269,88269
35440404,12094,26621,38715
35440405,44807,60818,105625
35440411,90000,145444,235444
35440412,65000,47017,112017
35440414,20000,67000,87000
35440418,14700,27275,41975
35440419,35000,42732,77732
35440420,50000,19701,69701
35440424,44000,8402,52402
35440427,60360,165524,225884
35440428,48500,33297,81797
35440429,38000,1050,39050
35440433,0,165513,165513
35440440,40000,54026,94026
35440441,135000,124254,259254
35440444,175,24371,24546
35440495,50000,20605,70605
35440496,30000,19505,49505
35440497,22000,4738,26738
35440543,70000,74464,144464
35440562,0,76888,76888
35440563,67000,8367,75367
35440565,26000,19541,45541
35440567,57000,30593,87593
35440569,0,0,130308
35440572,12000,16900,28900
35440574,0,0,0
35440576,80000,1379,81379
35440579,27000,1244,28244
35440583,25000,24150,49150
35440588,26000,1766,27766
35440590,8,1292,1300
35440591,36000,30928,66928
35440594,38000,1267,39267
35440596,100000,38547,138547
35440597,119170,99281,218451
35440601,140600,31890,172490
35440605,35000,968,35968
35440608,27000,745,27745
35440614,50000,1843,51843
35440623,25000,200,25200
35440630,0,0,0
35440632,0,0,0
35440739,0,0,0
35440742,20000,26181,46181
35440755,0,0,0
35440758,12000,45000,57000
35440760,22676,6555,29231
35440774,50000,14686,64686
35440781,40000,10612,50612
35441013,0,0,0
35441014,0,0,0
35451284,32000,0,32000
35451285,0,27566,27566
35451286,11694,11224,22918
35610001,0,3847,3847
35610002,0,1059,1059
35610003,497950,31686,529636
35610004,27588,5509,33097
35610005,0,3456,3456
35610006,0,917,917
35610007,0,3993,3993
35610008,103469,176120,279589
35610009,349000,234122,583122
35610010,170490,0,170490
35610011,15243,85523,100766
35610012,279907,88000,367907
35610014,0,517,517
35610015,10000,255,10255
35610016,0,0,0
35610017,0,0,0
35610018,71824,62140,133964
35610019,0,538,538
35610020,0,3709,3709
35610021,209,424,633
35610022,14628,1723,16351
35610023,0,4419,4419
35610024,129806,534,130340
35610025,0,708,708
35610026,0,3738,3738
35610027,0,152126,152126
35610029,0,87,87
35610030,0,0,0
35610031,0,1000,1000
35610032,0,175,175
35610033,0,1500,1500
35610034,0,0,0
35610035,0,0,0
35610036,0,11343,11343
35610037,2500,412,2912
35610038,0,586,586
35610039,0,1899,1899
35610040,0,30601,30601
35610041,36697,3001,39698
35610042,35,44678,44713
35610043,0,24670,24670
35610044,37987,22465,60452
35610045,0,1956,1956
35610046,0,313,313
35610047,0,303,303
35610048,15000,20000,35000
35610049,27000,3723,30723
35610050,1160,3892,5052
35610052,0,2057,2057
35610053,50000,78540,128540
35610054,3950,83,4033
35610055,0,0,0
35610056,51561,0,51561
35610057,0,1561,1561
35610058,0,15505,15505
35610059,0,0,0
35610060,38570,50725,89295
35610061,100035,30782,130817
35610062,100000,319587,419587
35610063,151429,70,151499
35610064,0,251494,251494
35610065,0,44669,44669
35610066,0,15,15
35610067,57000,215,57215
35610068,116000,1561,117561
35610069,0,578,578
35610070,0,1262,1262
35610071,0,2277,2277
35610072,27000,393,27393
35610073,6000,6215,12215
35610074,0,0,0
35610075,0,0,0
35610076,0,0,0
35610077,0,1871,1871
35610079,0,325,325
35610080,0,30379,30379
35610081,0,101,101
35610082,121000,61251,182251
35610083,20000,101702,121702
35610084,100000,2444,102444
35610085,0,1034,1034
35610086,0,800,800
35610087,26770,1428,28198
35610088,0,3638,3638
35610089,0,1236,1236
35610090,0,8807,8807
35610091,25000,553,25553
35610092,60000,37458,97458
35610093,0,0,0
35610094,111150,1723,112873
35610095,0,1671,1671
35610096,50000,227736,277736
35610097,10290,62289,72579
35610098,1000,334,1334
35610099,4000,61227,65227
35610100,0,595,595
35610102,0,15058,15058
35610103,0,237,237
35610104,0,3658,3658
35610105,0,320,320
35610106,0,0,0
35610107,0,99,99
35610110,0,500,500
35610113,50572,0,50572
35610114,0,521,521
35610115,0,0,0
35610121,0,0,0
35610123,3500,6858,10358
35610126,0,325,325
35610129,49000,454,49454
35610130,0,468,468
35610132,0,4,4
35610133,0,5642,5642
35610135,0,15306,15306
35610136,24840,4160,29000
35610137,0,1017,1017
35610138,0,235,235
35610140,0,2000,2000
35610142,0,213,213
35610143,0,2960,2960
35610144,0,373,373
35610145,60000,541,60541
35610146,72500,808,73308
35610147,0,510,510
35610148,0,2961,2961
35610149,0,52,52
35610150,0,13,13
35610153,0,1387,1387
35610154,0,158,158
35610155,0,1200,1200
35610158,0,25,25
35610162,0,581,581
35610165,0,52,52
35610168,0,4184,4184
35610171,0,0,0
35610172,0,0,0
35610173,0,628,628
35610174,12074,18,12092
35610175,0,0,0
35610176,0,0,0
35610177,0,0,0
35610178,0,0,0
35610179,0,0,0
35610181,0,0,0
35610182,0,0,0
35610183,0,0,0
35610185,28070,29408,57478
35610186,14070,5898,19968
35610187,0,8891,8891
35610189,0,15300,15300
35610190,0,0,0
35610192,0,0,0
35610193,0,0,0
35610198,35,848,883
35610199,0,0,0
35610200,0,0,0
35610202,0,0,0
35610203,0,0,0
35610207,0,830,830
35610208,4600,785,5385
35610209,0,0,0
35610210,0,0,0
35610211,0,0,0
35610212,0,0,0
35610214,0,0,0
35610215,0,48142,48142
35610216,0,0,0
35610220,0,264,264
35610222,0,838,838
35610223,53500,284,53784
35610224,0,0,0
35610226,0,0,0
35610227,0,0,0
35610228,0,0,0
35610229,0,0,0
35610230,0,824,824
35610234,0,419,419
35610236,0,0,0
35610237,0,369,369
35610238,0,6780,6780
35610240,0,941,941
35610241,7000,13463,20463
35610242,0,0,0
35610247,0,0,0
35610248,11500,543,12043
35610249,0,91,91
35610251,0,208,208
35610252,70,448,518
35610253,0,0,0
35610254,0,0,0
35610255,0,0,0
35610257,0,463,463
35610261,0,0,0
35610262,0,0,0
35610264,0,0,0
35610265,0,0,0
35610266,0,0,0
35610268,0,0,0
35610271,0,249,249
35610275,0,371,371
35610276,0,1144,1144
35610277,2460,1289,3749
35610278,0,856,856
35610281,0,812,812
35610288,0,914,914
35610289,0,294,294
35610294,0,644,644
35610297,0,928,928
35610300,0,329,329
35610301,40000,847,40847
35610304,0,476,476
35610305,0,0,0
35610306,10000,919,10919
35610308,0,1690,1690
35610310,0,145,145
35610312,0,488,488
35610314,0,77,77
35610315,0,0,0
35610319,0,376,376
35610321,20000,9893,29893
35610322,0,0,0
35610323,0,0,0
35610324,0,0,0
35610325,0,1025,1025
35610326,0,118563,118563
35610328,0,0,0
35610329,0,24913,24913
35610331,0,0,0
35610332,0,0,0
35610334,0,5035,5035
35610335,5000,1011,6011
35610336,10000,807,10807
35610338,0,0,0
35610340,0,0,0
35610341,0,936,936
35610342,0,840,840
35610345,0,207,207
35610348,0,32,32
35610349,0,4883,4883
35610350,0,0,0
35610351,63000,633,63633
35610354,0,122823,122823
35610356,0,0,0
35610357,0,0,0
35610358,0,0,0
35610359,0,0,0
35610360,0,0,0
35610361,0,0,0
35610362,170000,473,170473
35610363,121000,23102,144102
35610364,78105,2203,80308
35610365,55000,13220,68220
35610366,0,0,0
35610369,0,0,0
35610370,0,0,0
35610371,0,0,0
35610372,0,0,0
35610373,20495,1403,21898
35610374,0,0,0
35610375,0,0,0
35610376,0,0,0
35610377,0,0,0
35610378,0,0,0
35610379,0,0,0
35610384,66000,1904,67904
35610386,66000,483,66483
35610387,0,0,0
35610388,90000,5427,95427
35610389,0,0,0
35610390,0,0,0
35610391,0,0,0
35610393,0,0,0
35610394,0,0,0
35610395,0,0,0
35610396,0,0,0
35610397,0,0,0
35610399,0,0,0
35610401,55000,59881,114881
35610403,98000,782,98782
35610405,0,4044,4044
35610406,0,0,0
35610407,0,0,0
35610408,0,0,0
35610410,20035,11368,31403
35610412,0,0,0
35610415,0,0,0
35610416,0,53418,53418
35610417,0,0,0
35610418,0,0,0
35610419,42493,31802,74295
35610420,40000,279071,319071
35610421,0,555,555
35610422,100000,39029,139029
35610425,91570,5240,96810
35610427,39850,40361,80211
35610428,161035,1088,162123
35610431,9750,46197,55947
35610432,49005,635,49640
35610433,0,219,219
35610435,3000,38288,41288
35610438,116000,528,116528
35610439,41500,431,41931
35610440,0,213,213
35610441,100000,26098,126098
35610442,0,355,355
35610444,120,1629,1749
35610445,63140,11692,74832
35610446,47000,2763,49763
35610448,0,425,425
35610450,0,427,427
35610451,0,116721,116721
35610452,115000,58192,173192
35610453,0,262,262
35610454,90000,7160,97160
